Exited,Scaled Score,France,Spain,Male,Scaled Age,Scaled Tenure,Scaled Balance,NumOfProducts,Balance to Salary ratio,Product to tenure ratio,Age Tenure,Engagement Score,Scaled Salary ,IsActiveMember,Female,Germany,Age,Tenure,HasCrCard,Balance,EstimatedSalary,Year,Credit Score
1,-0.72,0,0,1,0.1,-1.73,0.39,1,1274%,1,0,100%,-1.6,1,0,1,40,0,0,"? 1,01,016.53","? 7,926.35",2025,581
1,-1.26,0,1,1,2.3,-0.35,0.31,3,88%,0.75,0.06,0%,0.15,0,0,0,63,4,1,"? 96,134.11","? 1,08,732.96",2025,529
1,0.44,0,0,1,0.1,-1.73,0.71,1,441%,1,0,0%,-1.26,0,0,1,40,0,0,"? 1,20,711.73","? 27,345.18",2025,693
1,0.83,1,0,0,-0.09,1.72,0.76,2,72%,0.2,0.26,0%,1.24,0,1,0,38,10,1,"? 1,23,711.73","? 1,71,340.68",2025,731
1,-1.25,1,0,1,1.25,-1.39,0.48,1,97%,1,0.02,0%,0.17,0,0,0,52,1,0,"? 1,06,723.28","? 1,09,960.40",2025,530
1,-2.52,0,1,1,-0.18,-1.39,-1.23,1,0%,1,0.03,100%,-0.89,1,0,0,37,1,1,? 0.00,"? 49,161.12",2025,407
1,0.1,0,0,1,0.2,-1.39,0.86,1,499%,1,0.02,0%,-1.29,0,0,1,41,1,1,"? 1,29,901.21","? 26,025.60",2025,660
1,0.78,1,0,0,0.87,-0.35,-1.23,1,0%,0.25,0.08,0%,0.24,0,1,0,48,4,1,? 0.00,"? 1,14,020.06",2025,726
1,0.16,0,0,0,1.06,0.69,0.52,1,78%,0.14,0.14,14%,0.7,1,1,1,50,7,1,"? 1,09,062.28","? 1,40,136.10",2025,666
1,-0.65,1,0,0,-0.28,-1.04,-1.23,2,0%,1,0.06,0%,-0.13,0,1,0,36,2,1,? 0.00,"? 92,536.00",2025,588
1,-1.38,1,0,0,0.58,-0.35,-1.23,1,0%,0.25,0.09,0%,1.26,0,1,0,45,4,0,? 0.00,"? 1,72,674.36",2025,517
1,-0.26,1,0,0,1.82,1.72,-0.36,1,28%,0.1,0.17,10%,1.6,1,1,0,58,10,1,"? 53,772.73","? 1,92,072.10",2025,625
1,0.25,1,0,1,1.44,0.34,-1.23,1,0%,0.17,0.11,0%,0.18,0,0,0,54,6,1,? 0.00,"? 1,10,273.84",2025,675
1,-0.43,0,0,0,3.06,0.34,0.59,1,105%,0.17,0.08,0%,0.14,0,1,1,71,6,1,"? 1,13,317.10","? 1,08,258.22",2025,609
1,1.17,0,0,1,-0.47,0.34,0.52,2,65%,0.33,0.18,0%,1.15,0,0,1,34,6,1,"? 1,08,760.27","? 1,66,324.79",2025,764
1,1.33,1,0,0,-0.95,-0.7,-0.48,3,36%,1,0.1,0%,0.48,0,1,0,29,3,1,"? 46,388.16","? 1,27,939.26",2025,779
1,-0.33,0,0,1,1.72,-0.7,0.99,1,190%,0.33,0.05,33%,-0.48,1,0,1,57,3,1,"? 1,37,946.39","? 72,467.99",2025,619
1,0.09,1,0,1,-0.95,0.34,0.75,1,216%,0.17,0.21,17%,-0.75,1,0,0,29,6,1,"? 1,23,192.12","? 56,971.41",2025,659
1,0.96,1,0,1,0.39,0,-1.23,2,0%,0.4,0.12,0%,0.23,0,0,0,43,5,0,? 0.00,"? 1,13,079.19",2025,743
1,1.32,0,0,0,-0.37,-1.39,1.21,3,116%,3,0.03,300%,0.54,1,1,1,35,1,1,"? 1,51,958.19","? 1,31,238.37",2025,778
1,-2.95,0,0,1,-0.85,-1.73,0.82,1,157%,1,0,0%,-0.32,0,0,1,30,0,1,"? 1,27,760.07","? 81,537.85",2025,365
1,-0.34,1,0,0,0.67,0.34,1.18,1,124%,0.17,0.13,0%,0.36,0,1,0,46,6,1,"? 1,50,213.71","? 1,20,668.46",2025,618
1,-0.06,1,0,1,-0.76,0.69,1.36,2,1279%,0.29,0.23,0%,-1.52,0,0,0,31,7,1,"? 1,61,171.70","? 12,599.94",2025,645
1,0.49,0,0,0,1.25,-1.39,0.5,1,64%,1,0.02,0%,1.2,0,1,1,52,1,1,"? 1,07,906.75","? 1,68,886.39",2025,698
1,-1.59,1,0,0,-0.95,-0.35,0.15,1,135%,0.25,0.14,0%,-0.64,0,1,0,29,4,0,"? 85,646.81","? 63,233.02",2025,497
1,0.71,0,0,0,0.29,0,0.97,3,92%,0.6,0.12,0%,0.85,0,1,1,42,5,1,"? 1,37,227.04","? 1,49,097.38",2025,719
1,-0.08,1,0,0,0.58,-0.35,-0.5,1,74%,0.25,0.09,0%,-0.68,0,1,0,45,4,1,"? 45,144.43","? 60,917.24",2025,643
1,0.32,0,0,1,0.29,-0.7,0.67,2,1250%,0.67,0.07,0%,-1.58,0,0,1,42,3,1,"? 1,18,199.97","? 9,452.88",2025,681
1,-1.96,1,0,1,1.15,1.38,0.7,1,211%,0.11,0.18,0%,-0.75,0,0,0,51,9,0,"? 1,19,889.84","? 56,767.67",2025,461
1,-0.14,0,1,0,0.58,-1.04,1.31,1,109%,0.5,0.04,50%,0.78,1,1,0,45,2,1,"? 1,57,929.45","? 1,45,134.49",2025,637
1,-1.15,0,1,1,-0.09,0.34,-1.23,1,0%,0.17,0.16,17%,0.92,1,0,0,38,6,1,? 0.00,"? 1,52,880.07",2025,539
1,-1.58,0,0,0,0.2,-0.35,0.18,2,696%,0.5,0.1,50%,-1.52,1,1,1,41,4,1,"? 87,541.06","? 12,577.21",2025,498
1,-1.04,1,0,0,0.1,1.03,1.19,1,90%,0.13,0.2,0%,1.15,0,1,0,40,8,0,"? 1,50,490.32","? 1,66,468.21",2025,550
1,-0.4,1,0,0,-0.56,1.38,-1.23,1,0%,0.11,0.27,0%,0.74,0,1,0,33,9,0,? 0.00,"? 1,42,797.50",2025,612
1,1.08,0,0,1,0.39,0.34,1.42,3,975%,0.5,0.14,0%,-1.45,0,0,1,43,6,1,"? 1,65,048.50","? 16,929.41",2025,755
1,1.45,0,0,1,-0.37,0,0.85,1,71%,0.2,0.14,20%,1.42,1,0,1,35,5,1,"? 1,29,828.58","? 1,81,918.26",2025,791
1,-2.13,0,0,0,0.87,0.69,1.47,1,1011%,0.14,0.15,0%,-1.45,0,1,1,48,7,1,"? 1,68,286.58","? 16,645.77",2025,445
1,-0.82,0,0,1,-0.18,1.38,1.01,3,134%,0.33,0.24,0%,0.07,0,0,1,37,9,1,"? 1,39,592.98","? 1,04,152.65",2025,571
1,-0.4,0,1,1,-0.37,-1.39,-1.23,1,0%,1,0.03,100%,-0.29,1,0,0,35,1,1,? 0.00,"? 83,256.26",2025,612
1,-1.35,1,0,0,0.67,1.72,0.14,1,73%,0.1,0.22,0%,0.3,0,1,0,46,10,1,"? 85,216.61","? 1,17,369.52",2025,520
1,-1.9,0,0,1,1.15,1.72,0.61,2,64%,0.2,0.2,0%,1.35,0,0,1,51,10,1,"? 1,14,514.71","? 1,77,784.68",2025,467
1,0.68,0,0,1,1.06,-1.04,0.69,1,924%,0.5,0.04,50%,-1.52,1,0,1,50,2,1,"? 1,19,655.77","? 12,944.17",2025,716
1,-0.18,1,0,0,0.77,-1.73,-1.23,1,0%,1,0,100%,-1.63,1,1,0,47,0,1,? 0.00,"? 6,342.84",2025,633
1,-0.56,0,0,1,1.44,-1.39,0.75,1,103%,1,0.02,100%,0.35,1,0,1,54,1,1,"? 1,23,544.00","? 1,20,314.75",2025,596
1,-0.1,1,0,0,1.25,-0.35,-1.23,1,0%,0.25,0.08,0%,-0.16,0,1,0,52,4,1,? 0.00,"? 90,964.54",2025,641
1,-0.8,0,0,0,0.77,-0.35,1.22,1,93%,0.25,0.09,25%,1.11,1,1,1,47,4,0,"? 1,52,522.47","? 1,64,038.07",2025,573
1,-0.14,1,0,0,0.87,0.69,0.87,2,99%,0.29,0.15,29%,0.55,1,1,0,48,7,1,"? 1,30,806.99","? 1,32,005.85",2025,637
1,0.46,0,1,1,1.63,-1.39,-1.23,3,0%,3,0.02,0%,1.52,0,0,0,56,1,1,? 0.00,"? 1,87,734.49",2025,695
1,0.56,1,0,0,-0.18,1.72,-1.23,2,0%,0.2,0.27,20%,-1.5,1,1,0,37,10,1,? 0.00,"? 13,935.53",2025,705
1,0.8,1,0,0,0.67,-1.04,0.53,1,541%,0.5,0.04,0%,-1.39,0,1,0,46,2,1,"? 1,09,705.52","? 20,276.87",2025,728
1,1.46,0,1,1,0.77,-1.73,-1.23,1,0%,1,0,100%,-1.64,1,0,0,47,0,1,? 0.00,"? 5,557.88",2025,792
1,-0.45,1,0,0,0.01,1.72,-1.23,3,0%,0.3,0.26,0%,0.57,0,1,0,39,10,1,? 0.00,"? 1,32,741.13",2025,607
1,0.83,0,0,0,0.39,1.38,0.04,1,14424%,0.11,0.21,0%,-1.73,0,1,1,43,9,0,"? 79,120.27",? 548.52,2025,731
1,-0.38,0,0,0,0.01,1.03,0.79,1,98%,0.13,0.21,13%,0.49,1,1,1,39,8,1,"? 1,25,997.22","? 1,28,049.34",2025,614
1,-0.35,0,1,1,1.06,0.69,-1.23,1,0%,0.14,0.14,0%,1.47,0,0,0,50,7,1,? 0.00,"? 1,84,839.70",2025,617
1,-1.26,0,1,1,-0.09,0.69,0.37,2,111%,0.29,0.18,0%,-0.17,0,0,0,38,7,1,"? 99,842.50","? 90,256.06",2025,529
1,-0.75,0,0,0,-0.09,-0.35,0.59,2,64%,0.5,0.11,0%,1.33,0,1,1,38,4,1,"? 1,13,150.44","? 1,76,712.59",2025,578
1,1.21,0,0,0,0.58,0.69,0.9,2,499%,0.29,0.16,0%,-1.28,0,1,1,45,7,1,"? 1,32,746.20","? 26,628.88",2025,767
1,0.77,0,0,0,0.77,-1.39,0.46,1,121%,1,0.02,0%,-0.23,0,1,1,47,1,0,"? 1,04,887.43","? 86,622.56",2025,725
1,0.45,0,1,0,-0.37,0.69,-1.23,1,0%,0.14,0.2,0%,0.58,0,1,0,35,7,1,? 0.00,"? 1,33,570.43",2025,694
1,1.29,0,0,0,-0.09,-0.35,0.78,2,793%,0.5,0.11,50%,-1.47,1,1,1,38,4,1,"? 1,25,212.65","? 15,795.88",2025,775
1,1.25,0,1,1,0.58,-1.73,1.02,1,82%,1,0,0%,1.23,0,0,0,45,0,0,"? 1,39,825.56","? 1,70,984.97",2025,771
1,0.93,0,1,1,0.39,1.38,-1.23,1,0%,0.11,0.21,0%,1.72,0,0,0,43,9,1,? 0.00,"? 1,99,290.68",2025,740
1,0,0,1,0,0.58,1.03,0.31,1,113%,0.13,0.18,0%,-0.27,0,1,0,45,8,1,"? 95,922.90","? 84,782.42",2025,651
1,0.44,0,0,1,0.48,0,0.77,2,265%,0.4,0.11,40%,-0.92,1,0,1,44,5,1,"? 1,24,601.58","? 46,998.13",2025,693
1,-0.72,1,0,0,0.77,-1.39,0.74,1,68%,1,0.02,0%,1.39,0,1,0,47,1,0,"? 1,22,949.14","? 1,80,251.68",2025,581
1,2.06,0,1,1,1.44,0.69,0.51,2,449%,0.29,0.13,0%,-1.32,0,0,0,54,7,0,"? 1,08,185.81","? 24,093.40",2025,850
1,0.79,0,0,1,-0.28,0.34,1.02,1,124%,0.17,0.17,17%,0.23,1,0,1,36,6,1,"? 1,40,418.81","? 1,13,033.73",2025,727
1,0.28,1,0,0,-1.04,-0.35,-1.23,2,0%,0.5,0.14,50%,0.77,1,1,0,28,4,1,? 0.00,"? 1,44,423.17",2025,678
1,-0.16,0,0,1,-0.18,0,0.59,1,119%,0.2,0.14,0%,-0.08,0,0,1,37,5,1,"? 1,13,488.68","? 95,611.74",2025,635
1,0.45,0,0,1,-0.76,0.34,0.52,2,561%,0.33,0.19,33%,-1.4,1,0,1,31,6,1,"? 1,09,052.59","? 19,448.93",2025,694
1,-0.48,1,0,0,1.34,-1.04,0.72,1,252%,0.5,0.04,50%,-0.9,1,1,0,53,2,1,"? 1,21,389.78","? 48,201.64",2025,604
1,0.29,1,0,0,0.01,-0.35,-1.23,1,0%,0.25,0.1,0%,1.27,0,1,0,39,4,0,? 0.00,"? 1,72,939.30",2025,679
1,0.44,0,0,0,0.2,1.38,1.68,3,97%,0.33,0.22,33%,1.53,1,1,1,41,9,1,"? 1,81,461.48","? 1,87,929.43",2025,693
1,0.2,1,0,1,-0.28,-0.7,-1.23,1,0%,0.33,0.08,0%,0.71,0,0,0,36,3,1,? 0.00,"? 1,40,754.19",2025,670
1,0.56,1,0,0,0.96,0.69,-1.23,1,0%,0.14,0.14,0%,-0.64,0,1,0,49,7,1,? 0.00,"? 63,405.20",2025,705
1,-0.86,0,1,0,1.44,0,0.25,2,58%,0.4,0.09,0%,1.02,0,1,0,54,5,1,"? 92,316.31","? 1,58,590.66",2025,567
1,1.31,1,0,0,-0.85,-0.35,0.98,1,2752%,0.25,0.13,0%,-1.65,0,1,0,30,4,1,"? 1,37,851.31","? 5,008.23",2025,777
1,0.75,0,0,0,0.96,-1.73,1.24,1,85%,1,0,100%,1.4,1,1,1,49,0,1,"? 1,53,855.52","? 1,80,862.26",2025,723
1,1.98,1,0,0,-0.18,-0.35,0.9,2,152%,0.5,0.11,0%,-0.23,0,1,0,37,4,1,"? 1,32,446.08","? 87,071.18",2025,842
1,-0.04,0,0,1,-0.18,-0.7,0.64,1,78%,0.33,0.08,33%,0.86,1,0,1,37,3,1,"? 1,16,509.99","? 1,49,517.71",2025,647
1,0.72,1,0,0,-0.09,1.72,-1.23,2,0%,0.2,0.26,20%,-0.76,1,1,0,38,10,1,? 0.00,"? 56,229.72",2025,720
1,1.45,0,0,0,-0.56,1.72,0.86,2,241%,0.2,0.3,0%,-0.8,0,1,1,33,10,0,"? 1,30,229.71","? 54,019.93",2025,791
1,-0.81,0,0,1,1.15,1.03,0.34,3,51%,0.38,0.16,38%,1.62,1,0,1,51,8,1,"? 97,750.07","? 1,93,014.26",2025,572
1,-0.01,1,0,0,2.39,0.69,1.05,1,440%,0.14,0.11,0%,-1.18,0,1,0,64,7,1,"? 1,42,028.36","? 32,275.09",2025,650
1,0.7,1,0,1,1.25,1.03,0.05,3,245%,0.38,0.15,38%,-1.18,1,0,0,52,8,1,"? 79,475.30","? 32,421.32",2025,718
1,0.28,1,0,1,-1.23,0,0.56,1,182%,0.2,0.19,0%,-0.68,0,0,0,26,5,1,"? 1,11,128.04","? 60,941.27",2025,678
1,-0.24,0,0,0,0.01,0,0.77,1,134%,0.2,0.13,0%,-0.12,0,1,1,39,5,1,"? 1,24,586.93","? 93,132.61",2025,627
1,0.42,1,0,1,1.82,-0.7,-1.23,1,0%,0.33,0.05,33%,1.65,1,0,0,58,3,0,? 0.00,"? 1,94,930.30",2025,691
1,-0.2,0,0,1,-0.18,1.03,0.99,2,91%,0.25,0.22,0%,0.91,0,0,1,37,8,0,"? 1,38,292.64","? 1,52,422.91",2025,631
1,0.79,0,1,1,3.06,1.03,-1.23,1,0%,0.13,0.11,13%,1.71,1,0,0,71,8,1,? 0.00,"? 1,98,446.91",2025,727
1,0.63,1,0,0,-1.33,0,1.82,1,370%,0.2,0.2,0%,-0.85,0,1,0,25,5,0,"? 1,90,066.54","? 51,345.39",2025,711
1,1.58,1,0,0,-0.66,1.38,1.85,1,354%,0.11,0.28,11%,-0.8,1,1,0,32,9,1,"? 1,92,122.84","? 54,277.45",2025,803
1,-1.16,1,0,0,-0.09,1.03,0.2,2,314%,0.25,0.21,0%,-1.25,0,1,0,38,8,0,"? 88,758.95","? 28,226.15",2025,538
1,-1.5,1,0,0,1.72,0.34,-1.23,2,0%,0.33,0.11,33%,1.64,1,1,0,57,6,0,? 0.00,"? 1,94,421.12",2025,506
1,1.1,1,0,0,1.15,-1.39,-1.23,1,0%,1,0.02,100%,-1.34,1,1,0,51,1,1,? 0.00,"? 22,835.13",2025,757
1,0.3,0,0,0,0.29,0.69,0.47,1,117%,0.14,0.17,14%,-0.17,1,1,1,42,7,1,"? 1,05,722.69","? 90,558.24",2025,680
1,0,0,1,0,0.67,-0.35,0.21,1,57%,0.25,0.09,0%,0.98,0,1,0,46,4,1,"? 89,743.05","? 1,56,425.57",2025,651
1,0.28,1,0,1,2.01,1.03,1.75,1,97%,0.13,0.13,0%,1.6,0,0,0,60,8,0,"? 1,85,648.56","? 1,92,156.54",2025,678
1,0.57,0,0,0,0.67,0.69,0.56,1,75%,0.14,0.15,14%,0.85,1,1,1,46,7,1,"? 1,11,288.18","? 1,49,170.25",2025,706
1,-0.06,0,1,0,0.96,0,0.54,3,59%,0.6,0.1,60%,1.52,1,1,0,49,5,0,"? 1,10,132.55","? 1,87,689.91",2025,645
1,0.19,1,0,0,0.48,1.03,0.32,1,73%,0.13,0.18,0%,0.55,0,1,0,44,8,0,"? 96,418.09","? 1,31,609.48",2025,669
1,-0.35,0,0,0,0.01,0,0.11,3,1048%,0.6,0.13,0%,-1.6,0,1,1,39,5,1,"? 83,348.89","? 7,953.62",2025,617
1,-0.33,0,1,0,0.48,0.34,-0.38,1,47%,0.17,0.14,17%,0.22,1,1,0,44,6,1,"? 52,831.13","? 1,12,649.22",2025,619
1,-0.95,1,0,1,1.06,0,1.38,1,108%,0.2,0.1,0%,0.88,0,0,0,50,5,0,"? 1,62,702.35","? 1,50,548.50",2025,559
1,-0.61,0,0,0,2.96,0,-0.07,2,68%,0.4,0.07,0%,0.09,0,1,1,70,5,1,"? 71,816.74","? 1,05,096.82",2025,592
1,1.82,1,0,0,0.96,-1.73,-1.23,1,0%,1,0,0%,1.37,0,1,0,49,0,0,? 0.00,"? 1,78,709.98",2025,826
1,0.39,0,1,0,-0.37,0.34,-1.23,1,0%,0.17,0.17,0%,-1.3,0,1,0,35,6,1,? 0.00,"? 25,488.43",2025,688
1,0.11,0,0,0,2.39,1.03,0.84,2,68%,0.25,0.13,0%,1.55,0,1,1,64,8,1,"? 1,28,751.65","? 1,89,398.18",2025,661
1,0.56,0,1,1,0.48,-1.73,1.73,1,268%,1,0,0%,-0.54,0,0,0,44,0,1,"? 1,84,552.12","? 68,860.30",2025,705
1,0.55,1,0,1,-0.66,0.69,0.82,4,69%,0.57,0.22,0%,1.47,0,0,0,32,7,0,"? 1,27,785.17","? 1,84,464.70",2025,704
1,0.36,1,0,0,-0.56,-1.39,-1.23,3,0%,3,0.03,300%,-0.52,1,1,0,33,1,0,? 0.00,"? 70,221.13",2025,685
1,0.13,0,0,0,-0.28,0.34,0.01,1,216%,0.17,0.17,0%,-1.12,0,1,1,36,6,0,"? 77,253.50","? 35,817.97",2025,663
1,0.41,0,0,0,1.44,-1.39,1.08,1,132%,1,0.02,100%,0.15,1,1,1,54,1,1,"? 1,44,027.80","? 1,08,731.02",2025,690
1,-0.07,0,0,0,-0.66,1.03,1.04,1,85%,0.13,0.25,13%,1.17,1,1,1,32,8,1,"? 1,41,528.88","? 1,67,087.34",2025,644
1,-0.84,1,0,1,0.2,-0.35,0.7,1,74%,0.25,0.1,0%,1.1,0,0,0,41,4,1,"? 1,20,243.49","? 1,63,150.03",2025,569
1,1.44,0,1,0,0.67,1.38,-1.23,1,0%,0.11,0.2,0%,-1.49,0,1,0,46,9,0,? 0.00,"? 14,679.81",2025,790
1,0.75,0,0,0,0.77,1.72,0.22,2,87%,0.2,0.21,0%,0.06,0,1,1,47,10,0,"? 90,450.00","? 1,03,379.31",2025,723
1,-1.54,0,0,0,1.72,-0.7,0.4,1,233%,0.33,0.05,0%,-0.98,0,1,1,57,3,1,"? 1,01,465.31","? 43,568.31",2025,502
1,0.62,0,1,1,2.2,-0.7,0.87,2,110%,0.67,0.05,0%,0.33,0,0,0,62,3,1,"? 1,31,078.42","? 1,19,348.76",2025,710
1,1.66,1,0,1,0.67,1.38,1.66,1,1339%,0.11,0.2,0%,-1.51,0,0,0,46,9,1,"? 1,80,226.24","? 13,464.64",2025,811
1,-0.73,0,0,1,-0.09,1.38,0.62,2,90%,0.22,0.24,0%,0.49,0,0,1,38,9,1,"? 1,15,442.19","? 1,28,481.50",2025,580
1,-1.09,1,0,1,0.77,1.03,0.47,1,156%,0.13,0.17,13%,-0.56,1,0,0,47,8,0,"? 1,05,792.49","? 67,830.20",2025,545
1,1.15,0,0,1,1.63,1.72,0.38,3,130%,0.3,0.18,30%,-0.4,1,0,1,56,10,1,"? 1,00,260.88","? 77,142.42",2025,762
1,-0.9,0,0,0,0.48,-0.7,0.57,3,107%,1,0.07,100%,0.08,1,1,1,44,3,1,"? 1,11,760.40","? 1,04,722.47",2025,564
1,-0.49,1,0,1,-0.66,0.69,-1.23,1,0%,0.14,0.22,0%,1.7,0,0,0,32,7,1,? 0.00,"? 1,98,055.94",2025,603
1,-1.75,1,0,1,0.48,1.38,1.58,1,268%,0.11,0.2,0%,-0.6,0,0,0,44,9,1,"? 1,75,303.06","? 65,500.53",2025,481
1,-0.55,0,1,0,-0.85,-1.04,0.69,1,65%,0.5,0.07,50%,1.44,1,1,0,30,2,1,"? 1,19,370.11","? 1,82,726.22",2025,597
1,0.28,0,0,1,1.53,-0.35,0.85,1,70%,0.25,0.07,25%,1.46,1,0,1,55,4,1,"? 1,29,646.91","? 1,84,125.10",2025,678
1,-1.77,1,0,0,-0.56,-1.04,2.11,1,410%,0.5,0.06,0%,-0.86,0,1,0,33,2,0,"? 2,08,165.53","? 50,774.81",2025,479
1,-1.07,0,0,0,0.29,-1.39,1.06,1,166%,1,0.02,0%,-0.24,0,1,1,42,1,1,"? 1,42,703.40","? 86,207.49",2025,547
1,-0.72,0,1,0,0.48,0.69,1.81,2,420%,0.29,0.16,0%,-0.96,0,1,0,44,7,1,"? 1,89,318.16","? 45,026.23",2025,581
1,0.98,0,0,1,0.58,1.72,0.65,3,96%,0.3,0.22,30%,0.39,1,0,1,45,10,1,"? 1,17,231.63","? 1,22,381.02",2025,745
1,-0.74,0,0,0,1.06,0,0.66,1,61%,0.2,0.1,20%,1.6,1,1,1,50,5,0,"? 1,17,721.02","? 1,92,146.63",2025,579
1,2,1,0,1,0.1,0.69,0.59,1,355%,0.14,0.18,0%,-1.19,0,0,0,40,7,1,"? 1,13,348.14","? 31,904.31",2025,844
1,1.66,0,0,1,1.25,1.72,0.01,1,53%,0.1,0.19,0%,0.8,0,0,1,52,10,0,"? 76,915.40","? 1,46,359.81",2025,811
1,-0.22,1,0,0,0.01,1.72,-1.23,2,0%,0.2,0.26,20%,-0.99,1,1,0,39,10,1,? 0.00,"? 43,174.49",2025,629
1,-2.49,1,0,1,-0.56,0.34,0.79,1,190%,0.17,0.18,0%,-0.59,0,0,0,33,6,0,"? 1,25,789.69","? 66,333.56",2025,410
1,-0.06,0,0,1,0.2,-1.04,0.28,1,76%,0.5,0.05,0%,0.42,0,0,1,41,2,1,"? 93,925.30","? 1,23,982.14",2025,645
1,0.25,1,0,0,-0.09,0.34,-0.13,1,49%,0.17,0.16,0%,0.67,0,1,0,38,6,0,"? 68,065.80","? 1,38,777.00",2025,675
1,0.02,0,0,0,0.77,-1.73,0.8,2,326%,2,0,200%,-1.07,1,1,1,47,0,1,"? 1,26,597.89","? 38,798.79",2025,652
1,-0.56,0,1,1,-0.85,0.34,0.72,4,289%,0.67,0.2,0%,-1.01,0,0,0,30,6,1,"? 1,21,345.88","? 41,921.75",2025,596
1,1.06,0,0,0,-0.09,-1.39,0.65,1,96%,1,0.03,0%,0.38,0,1,1,38,1,1,"? 1,17,314.92","? 1,22,021.33",2025,753
1,0.38,0,0,0,0.77,-1.39,0.24,1,57%,1,0.02,0%,1.02,0,1,1,47,1,0,"? 91,219.29","? 1,58,845.49",2025,687
1,-1.6,0,0,0,1.53,-0.35,0.78,1,397%,0.25,0.07,25%,-1.19,1,1,1,55,4,1,"? 1,25,292.53","? 31,532.96",2025,496
1,-1.4,0,0,1,0.58,0.69,0.71,3,308%,0.43,0.16,43%,-1.06,1,0,1,45,7,1,"? 1,20,961.50","? 39,288.11",2025,515
1,-0.81,0,0,1,0.77,-0.35,0.37,1,51%,0.25,0.09,0%,1.68,0,0,1,47,4,1,"? 99,353.42","? 1,96,549.85",2025,572
1,-0.62,0,1,0,0.01,-0.7,-1.23,3,0%,1,0.08,0%,0.7,0,1,0,39,3,1,? 0.00,"? 1,40,469.38",2025,591
1,0.96,0,1,0,0.87,0,0.67,2,63%,0.4,0.1,0%,1.5,0,1,0,48,5,0,"? 1,18,207.69","? 1,86,489.14",2025,743
1,-0.68,1,0,1,1.53,1.72,0.48,3,87%,0.3,0.18,30%,0.4,1,0,0,55,10,1,"? 1,06,415.57","? 1,22,960.98",2025,585
1,0.09,1,0,0,0.96,-1.39,-1.23,1,0%,1,0.02,0%,0.28,0,1,0,49,1,1,? 0.00,"? 1,16,249.72",2025,659
1,-1.23,1,0,1,0.39,1.38,-1.23,2,0%,0.22,0.21,0%,1.57,0,0,0,43,9,0,? 0.00,"? 1,90,573.91",2025,532
1,-0.36,0,0,0,0.2,-1.39,0.43,1,43798%,1,0.02,0%,-1.74,0,1,1,41,1,1,"? 1,03,560.57",? 236.45,2025,616
1,-0.01,0,1,0,-0.85,0.34,-1.23,1,0%,0.17,0.2,0%,-0.56,0,1,0,30,6,0,? 0.00,"? 67,997.13",2025,650
1,0.34,1,0,0,-0.85,-1.04,-1.23,2,0%,1,0.07,100%,0.01,1,1,0,30,2,0,? 0.00,"? 1,00,496.84",2025,683
1,0.07,0,0,0,-0.09,0,0.76,1,263%,0.2,0.13,0%,-0.92,0,1,1,38,5,0,"? 1,23,770.46","? 47,019.66",2025,657
1,0.25,1,0,1,1.44,-1.04,-1.23,1,0%,0.5,0.04,0%,0.86,0,0,0,54,2,1,? 0.00,"? 1,49,583.67",2025,675
1,-0.38,0,1,0,0.2,0.69,1.66,1,1227%,0.14,0.17,0%,-1.49,0,1,0,41,7,0,"? 1,79,915.85","? 14,666.35",2025,614
1,-1.38,1,0,1,2.2,-1.39,-0.52,3,23%,3,0.02,0%,1.52,0,0,0,62,1,1,"? 43,772.66","? 1,87,756.24",2025,517
1,-2.11,1,0,1,0.39,-1.04,-1.23,2,0%,1,0.05,0%,-1.15,0,0,0,43,2,1,? 0.00,"? 33,879.26",2025,447
1,0.69,1,0,1,-0.28,-1.04,1.15,1,83%,0.5,0.06,0%,1.37,0,0,0,36,2,1,"? 1,48,061.89","? 1,79,128.69",2025,717
1,-2.12,0,1,0,0.58,1.72,0.78,1,98%,0.1,0.22,10%,0.49,1,1,0,45,10,1,"? 1,25,191.69","? 1,28,260.86",2025,446
1,0.6,1,0,0,-0.28,0.69,-1.23,1,0%,0.14,0.19,14%,-1.01,1,1,0,36,7,0,? 0.00,"? 42,085.58",2025,709
1,0.09,0,1,0,0.29,-1.04,-1.23,1,0%,0.5,0.05,0%,1.09,0,1,0,42,2,0,? 0.00,"? 1,62,734.31",2025,659
1,0.6,0,0,1,0.58,-0.35,0.74,1,1061466%,0.25,0.09,25%,-1.74,1,0,1,45,4,1,"? 1,22,917.71",? 11.58,2025,709
1,-0.83,0,0,1,-0.09,-1.39,0.81,1,86%,1,0.03,0%,0.82,0,0,1,38,1,1,"? 1,27,201.58","? 1,47,168.28",2025,570
1,-0.95,1,0,1,1.25,-1.04,-1.23,1,0%,0.5,0.04,0%,0.5,0,0,0,52,2,1,? 0.00,"? 1,29,013.59",2025,559
1,0.27,0,0,1,-1.04,-1.73,1.08,2,1645%,2,0,0%,-1.59,0,0,1,28,0,1,"? 1,43,988.00","? 8,755.69",2025,677
1,-0.04,0,0,1,0.48,-0.35,0.28,1,257%,0.25,0.09,0%,-1.1,0,0,1,44,4,1,"? 93,960.35","? 36,579.53",2025,647
1,0.51,0,0,0,0.1,-0.35,1.16,1,78%,0.25,0.1,0%,1.56,0,1,1,40,4,1,"? 1,48,571.07","? 1,89,826.96",2025,700
